,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,win,loss,tie
853,0.0,0.0,0.0,3.0,11.0,14.0,17.0,20.0,18.0,17.0,251,681,5
854,0.0,2.0,4.0,8.0,9.0,12.0,15.0,19.0,19.0,12.0,235,694,8
855,7.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,672,249,16
856,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,643,244,50
857,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,33.0,626,264,47
858,0.0,0.0,0.0,0.0,22.0,25.0,25.0,0.0,0.0,28.0,623,305,9
859,0.0,0.0,11.0,0.0,0.0,21.0,0.0,0.0,34.0,34.0,720,207,10
860,0.0,0.0,5.0,7.0,7.0,10.0,11.0,20.0,20.0,20.0,273,648,16
861,0.0,0.0,12.0,1.0,1.0,22.0,3.0,3.0,33.0,25.0,742,185,10
862,0.0,0.0,10.0,16.0,0.0,20.0,25.0,29.0,0.0,0.0,582,344,11
864,0.0,0.0,6.0,0.0,0.0,22.0,22.0,25.0,25.0,0.0,507,425,5
865,1.0,2.0,8.0,10.0,15.0,22.0,5.0,4.0,9.0,24.0,625,307,5
866,5.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,40.0,598,307,32
867,2.0,4.0,6.0,9.0,11.0,14.0,16.0,19.0,19.0,0.0,288,639,10
868,0.0,0.0,0.0,0.0,0.0,28.0,0.0,36.0,36.0,0.0,305,625,7
869,0.0,0.0,11.0,0.0,0.0,7.0,7.0,7.0,34.0,34.0,533,401,3
871,0.0,7.0,11.0,16.0,0.0,0.0,0.0,0.0,35.0,31.0,679,252,6
872,3.0,3.0,5.0,5.0,0.0,20.0,20.0,21.0,0.0,23.0,452,474,11
875,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,36.0,653,239,45
876,0.0,0.0,2.0,8.0,2.0,15.0,3.0,28.0,7.0,35.0,632,292,13
877,2.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,33.0,26.0,533,392,12
878,2.0,3.0,4.0,7.0,9.0,13.0,13.0,17.0,17.0,15.0,167,759,11
879,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
880,2.0,2.0,2.0,5.0,5.0,2.0,2.0,20.0,30.0,30.0,552,342,43
881,5.0,7.0,10.0,13.0,14.0,15.0,3.0,3.0,3.0,27.0,594,324,19
882,0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,35.0,642,291,4
883,0.0,2.0,3.0,5.0,0.0,10.0,10.0,10.0,30.0,30.0,421,503,13
884,5.0,6.0,8.0,10.0,13.0,16.0,18.0,22.0,1.0,1.0,453,465,19
885,0.0,0.0,2.0,2.0,17.0,18.0,27.0,3.0,4.0,27.0,678,251,8
886,4.0,3.0,8.0,12.0,13.0,25.0,6.0,5.0,13.0,11.0,429,495,13
887,0.0,0.0,0.0,0.0,20.0,22.0,25.0,0.0,0.0,33.0,688,235,14
888,2.0,4.0,5.0,7.0,9.0,11.0,13.0,15.0,16.0,18.0,134,788,15
889,3.0,3.0,3.0,6.0,10.0,14.0,13.0,20.0,13.0,15.0,177,738,22
890,4.0,4.0,4.0,4.0,10.0,17.0,18.0,3.0,18.0,18.0,309,605,23
891,0.0,0.0,1.0,0.0,2.0,20.0,22.0,28.0,24.0,3.0,556,366,15
892,1.0,1.0,2.0,3.0,5.0,7.0,10.0,15.0,23.0,33.0,422,495,20
893,1.0,1.0,1.0,1.0,6.0,14.0,16.0,21.0,21.0,18.0,328,594,15
894,0.0,2.0,2.0,2.0,2.0,1.0,22.0,22.0,22.0,25.0,518,410,9
895,1.0,2.0,4.0,7.0,10.0,14.0,16.0,20.0,18.0,8.0,267,655,15
896,0.0,4.0,0.0,8.0,10.0,13.0,14.0,18.0,17.0,16.0,186,743,8
897,0.0,5.0,6.0,13.0,12.0,22.0,2.0,27.0,7.0,6.0,610,318,9
898,2.0,2.0,2.0,13.0,16.0,19.0,21.0,2.0,2.0,21.0,539,391,7
899,5.0,6.0,7.0,9.0,15.0,27.0,31.0,0.0,0.0,0.0,482,434,21
900,10.0,10.0,10.0,10.0,10.0,20.0,30.0,0.0,0.0,0.0,376,535,26
901,0.0,1.0,1.0,1.0,20.0,21.0,21.0,2.0,2.0,31.0,712,213,12
902,9.0,11.0,12.0,13.0,14.0,15.0,20.0,2.0,2.0,2.0,516,416,5
903,1.0,2.0,3.0,6.0,8.0,13.0,14.0,18.0,18.0,17.0,192,733,12
904,1.0,1.0,1.0,1.0,1.0,23.0,23.0,24.0,24.0,1.0,558,374,5
905,1.0,1.0,1.0,1.0,1.0,23.0,23.0,24.0,24.0,1.0,558,374,5
906,2.0,1.0,3.0,21.0,5.0,12.0,5.0,26.0,11.0,14.0,357,574,6
907,0.0,1.0,11.0,2.0,2.0,23.0,3.0,3.0,34.0,21.0,743,185,9
908,0.0,0.0,0.0,14.0,17.0,0.0,0.0,0.0,33.0,36.0,735,193,9
909,0.0,0.0,0.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,366,560,11
910,1.0,3.0,4.0,8.0,10.0,1.0,1.0,17.0,25.0,30.0,533,392,12
911,5.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,51.0,305,605,27
912,5.0,7.0,10.0,11.0,0.0,0.0,0.0,25.0,22.0,20.0,439,490,8
913,0.0,2.0,11.0,3.0,4.0,23.0,5.0,6.0,37.0,9.0,596,330,11
914,4.0,4.0,5.0,1.0,11.0,14.0,0.0,20.0,17.0,24.0,336,582,19
915,0.0,0.0,10.0,1.0,1.0,23.0,3.0,3.0,34.0,25.0,762,166,9
916,2.0,0.0,18.0,17.0,19.0,3.0,16.0,8.0,4.0,13.0,366,557,14
917,7.0,8.0,11.0,14.0,0.0,0.0,0.0,30.0,0.0,30.0,605,326,6
918,0.0,0.0,12.0,1.0,1.0,23.0,0.0,4.0,34.0,25.0,726,197,14
919,34.0,33.0,0.0,1.0,21.0,0.0,0.0,11.0,0.0,0.0,2,935,0
920,1.0,2.0,3.0,4.0,13.0,16.0,17.0,16.0,15.0,13.0,205,704,28
921,0.0,0.0,11.0,1.0,2.0,23.0,4.0,2.0,34.0,23.0,743,178,16
922,0.0,1.0,11.0,2.0,2.0,1.0,22.0,32.0,5.0,24.0,724,207,6
923,4.0,5.0,7.0,9.0,12.0,24.0,26.0,2.0,5.0,6.0,598,320,19
924,0.0,5.0,7.0,9.0,12.0,14.0,16.0,0.0,19.0,18.0,285,626,26
927,2.0,2.0,18.0,4.0,2.0,19.0,3.0,4.0,20.0,26.0,556,374,7
928,8.0,9.0,12.0,14.0,16.0,18.0,20.0,1.0,1.0,1.0,562,369,6
929,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,937,0
930,0.0,1.0,11.0,2.0,2.0,23.0,3.0,2.0,33.0,23.0,740,187,10
931,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,643,244,50
932,0.0,1.0,12.0,2.0,2.0,23.0,3.0,1.0,34.0,22.0,733,193,11
933,6.0,4.0,9.0,16.0,10.0,12.0,14.0,8.0,10.0,11.0,337,586,14
934,5.0,0.0,0.0,0.0,18.0,24.0,25.0,0.0,28.0,0.0,544,375,18
935,2.0,4.0,5.0,7.0,9.0,11.0,13.0,15.0,16.0,18.0,134,788,15
936,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,20.0,10.0,364,564,9
937,1.0,1.0,1.0,2.0,2.0,10.0,10.0,21.0,26.0,26.0,402,489,46
938,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,10.0,0.0,216,698,23
939,0.0,1.0,1.0,15.0,18.0,1.0,3.0,2.0,35.0,24.0,769,166,2
941,0.0,0.0,0.0,5.0,15.0,17.0,20.0,21.0,22.0,0.0,417,514,6
942,1.0,3.0,5.0,7.0,9.0,11.0,13.0,15.0,17.0,19.0,142,770,25
943,10.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,610,299,28
944,3.0,5.0,6.0,8.0,11.0,14.0,15.0,0.0,19.0,19.0,296,630,11
945,6.0,0.0,0.0,4.0,0.0,10.0,0.0,31.0,31.0,18.0,445,467,25
946,1.0,1.0,1.0,1.0,14.0,17.0,26.0,3.0,34.0,2.0,574,309,54
948,4.0,4.0,4.0,8.0,15.0,15.0,15.0,20.0,15.0,0.0,287,624,26
949,0.0,1.0,11.0,1.0,1.0,22.0,3.0,3.0,34.0,24.0,739,188,10
950,2.0,3.0,4.0,9.0,19.0,19.0,1.0,1.0,21.0,21.0,502,426,9
951,0.0,7.0,9.0,17.0,24.0,2.0,8.0,8.0,0.0,25.0,330,587,20
952,2.0,5.0,8.0,1.0,10.0,2.0,17.0,3.0,26.0,26.0,548,377,12
954,0.0,0.0,0.0,0.0,15.0,20.0,0.0,28.0,37.0,0.0,621,309,7
955,8.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,34.0,684,242,11
956,0.0,0.0,0.0,8.0,12.0,0.0,17.0,20.0,21.0,22.0,374,560,3
957,0.0,5.0,7.0,8.0,8.0,0.0,0.0,21.0,24.0,27.0,499,422,16
958,0.0,0.0,0.0,0.0,14.0,15.0,0.0,33.0,38.0,0.0,524,408,5
959,0.0,6.0,6.0,6.0,12.0,17.0,17.0,22.0,2.0,12.0,419,502,16
960,10.0,10.0,12.0,14.0,16.0,18.0,20.0,0.0,0.0,0.0,460,460,17
961,6.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,28.0,677,240,20
962,2.0,4.0,4.0,5.0,10.0,15.0,20.0,0.0,20.0,20.0,359,567,11
965,2.0,2.0,4.0,6.0,6.0,14.0,16.0,0.0,24.0,26.0,457,473,7
966,8.0,8.0,8.0,14.0,17.0,20.0,25.0,0.0,0.0,0.0,529,397,11
967,4.0,4.0,6.0,8.0,8.0,15.0,15.0,6.0,18.0,16.0,265,644,28
968,3.0,4.0,7.0,4.0,4.0,16.0,6.0,10.0,22.0,24.0,468,457,12
969,0.0,0.0,0.0,10.0,15.0,25.0,0.0,25.0,25.0,0.0,507,406,24
970,0.0,0.0,13.0,2.0,1.0,23.0,1.0,0.0,35.0,25.0,726,200,11
971,0.0,0.0,0.0,8.0,11.0,0.0,15.0,19.0,22.0,25.0,390,541,6
972,3.0,5.0,6.0,12.0,1.0,3.0,2.0,30.0,6.0,32.0,681,222,34
973,0.0,0.0,12.0,12.0,0.0,24.0,0.0,0.0,28.0,24.0,520,403,14
974,5.0,7.0,9.0,11.0,15.0,21.0,25.0,2.0,2.0,3.0,639,278,20
975,0.0,2.0,3.0,7.0,14.0,16.0,17.0,18.0,3.0,20.0,354,569,14
976,2.0,2.0,2.0,2.0,2.0,2.0,0.0,29.0,30.0,29.0,543,335,59
978,4.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,643,244,50
979,3.0,4.0,7.0,10.0,13.0,2.0,27.0,31.0,1.0,2.0,641,282,14
980,3.0,3.0,6.0,2.0,2.0,19.0,9.0,22.0,13.0,21.0,410,510,17
981,0.0,2.0,2.0,3.0,16.0,0.0,19.0,22.0,5.0,31.0,651,264,22
982,1.0,0.0,0.0,0.0,6.0,0.0,10.0,21.0,29.0,33.0,450,401,86
983,5.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,32.0,35.0,679,230,28
985,2.0,8.0,2.0,13.0,18.0,2.0,2.0,23.0,28.0,2.0,651,284,2
986,0.0,0.0,1.0,2.0,12.0,22.0,3.0,22.0,33.0,5.0,670,256,11
987,2.0,3.0,3.0,5.0,10.0,13.0,14.0,26.0,13.0,11.0,256,661,20
988,7.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,40.0,598,327,12
989,1.0,0.0,0.0,18.0,20.0,0.0,0.0,1.0,34.0,26.0,656,279,2
990,0.0,7.0,0.0,0.0,1.0,0.0,28.0,1.0,35.0,28.0,753,180,4
991,2.0,2.0,3.0,2.0,14.0,21.0,21.0,0.0,4.0,31.0,678,250,9
992,0.0,2.0,3.0,4.0,3.0,22.0,17.0,26.0,18.0,5.0,490,440,7
993,0.0,8.0,0.0,0.0,0.0,1.0,28.0,1.0,33.0,29.0,725,206,6
994,0.0,0.0,12.0,1.0,1.0,23.0,3.0,3.0,33.0,24.0,729,193,15
995,0.0,7.0,1.0,2.0,2.0,1.0,26.0,1.0,34.0,26.0,745,178,14
996,4.0,6.0,9.0,15.0,6.0,6.0,4.0,31.0,7.0,12.0,505,417,15
997,4.0,5.0,7.0,12.0,16.0,22.0,21.0,3.0,3.0,7.0,611,308,18
998,1.0,2.0,10.0,11.0,10.0,22.0,6.0,15.0,15.0,8.0,349,581,7
999,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,31.0,41.0,305,592,40
1000,0.0,0.0,8.0,13.0,13.0,22.0,3.0,3.0,6.0,32.0,743,181,13
1001,0.0,5.0,8.0,11.0,13.0,0.0,20.0,31.0,5.0,7.0,598,322,17
1002,0.0,0.0,2.0,17.0,23.0,2.0,1.0,19.0,35.0,1.0,419,465,53
1003,1.0,2.0,8.0,2.0,3.0,2.0,26.0,23.0,5.0,28.0,676,258,3
1004,0.0,0.0,11.0,1.0,1.0,23.0,4.0,3.0,33.0,24.0,742,180,15
1005,3.0,7.0,10.0,13.0,16.0,19.0,0.0,0.0,0.0,32.0,585,345,7
1006,0.0,0.0,13.0,0.0,1.0,3.0,26.0,28.0,2.0,27.0,705,225,7
1007,0.0,1.0,11.0,2.0,2.0,23.0,3.0,3.0,33.0,22.0,741,185,11
1008,2.0,5.0,8.0,14.0,2.0,2.0,2.0,31.0,2.0,32.0,655,196,86
1009,3.0,3.0,5.0,6.0,11.0,13.0,24.0,3.0,29.0,3.0,488,436,13
1010,0.0,5.0,7.0,12.0,12.0,21.0,1.0,31.0,4.0,7.0,667,263,7
1011,0.0,0.0,0.0,5.0,15.0,8.0,4.0,13.0,30.0,25.0,443,483,11
1012,6.0,4.0,6.0,9.0,14.0,14.0,1.0,33.0,7.0,6.0,523,399,15
